,loan_amnt,int_rate,open_acc,revol_util,total_acc
0,-0.6071428571428571,-0.21376811594202916,0.8333333333333334,0.6880341880341881,0.4666666666666667
1,1.0255102040816326,-0.8913043478260874,0.5,-0.2414529914529916,0.6666666666666666
2,-0.7091836734693877,-0.12500000000000008,-1.0,0.10897435897435873,-0.5333333333333333
3,-0.1989795918367347,-0.2626811594202899,-0.3333333333333333,0.23076923076923064,-0.6
4,0.3877551020408163,-1.094202898550725,1.0,-0.9145299145299148,1.0666666666666669
5,1.4336734693877549,-0.7554347826086959,-0.3333333333333333,-1.0341880341880345,-0.5333333333333333
6,0.20918367346938774,-0.7155797101449278,-0.3333333333333333,-0.4743589743589745,-0.5333333333333333
7,0.41326530612244894,-0.26449275362318875,-0.3333333333333333,-0.41239316239316254,0.0
8,2.5561224489795915,0.8278985507246375,0.6666666666666666,-0.21794871794871806,1.2666666666666666
9,-0.6479591836734694,-0.4547101449275363,-0.6666666666666666,-1.0512820512820515,-0.4
10,-0.2806122448979592,0.44021739130434795,1.1666666666666667,0.3034188034188033,0.06666666666666668
11,0.4642857142857143,0.2536231884057971,0.16666666666666666,0.4166666666666667,-0.4666666666666667
12,1.0255102040816326,-0.7862318840579711,0.16666666666666666,-0.6837606837606839,-0.06666666666666668
13,-0.1989795918367347,0.10688405797101456,0.3333333333333333,0.8333333333333333,-0.6
14,-0.6071428571428571,-0.985507246376812,-0.16666666666666666,-0.9145299145299148,-0.4
15,-0.6071428571428571,-0.7518115942028989,0.16666666666666666,-0.7393162393162396,0.2
16,0.5153061224489796,0.18840579710144892,0.3333333333333333,0.2628205128205127,-0.2
17,0.10714285714285714,-0.8224637681159421,-0.6666666666666666,-0.4273504273504275,-0.5333333333333333
18,1.5357142857142858,-0.06159420289855075,-0.3333333333333333,-0.076923076923077,0.0
19,1.1275510204081634,0.22282608695652165,0.0,0.6474358974358975,0.4
20,0.005102040816326529,0.4420289855072464,0.16666666666666666,0.6495726495726494,0.2
21,0.20918367346938774,-0.1304347826086959,0.0,0.66025641025641,0.3333333333333333
